at,0.53
least,0.57
no,0.87
one,0.90
on,0.97
the,1.10
Gryffindor,1.23
team,1.60
had,1.83
to,1.97
buy,2.17
their,2.33
way,2.47
in,2.63
they,3.60
got,3.73
it,3.93
on,4.03
pure,4.20
talent,4.40
end,5.77
